id,release_year,runtime,genres,seasons,imdb_score,imdb_votes
ts75833,2014,6,"['family', 'animation']",1,6.2,70
ts20238,2014,45,"['comedy', 'romance']",1,7.2,511
ts32752,2013,44,"['family', 'comedy', 'drama']",1,7.8,68
ts121189,2014,29,"['history', 'documentation']",4,8.9,363
ts124246,2014,20,"['animation', 'action']",4,4.7,70
ts82860,2014,44,['drama'],1,7.7,13
ts122290,2014,44,['drama'],1,8.5,339
ts271005,2014,44,[],1,0.0,0
ts98110,2013,23,['animation'],1,7.3,332
ts144527,2014,44,['drama'],1,5.0,7
ts8,2015,50,"['drama', 'crime']",6,8.9,554383
ts37143,2015,51,"['reality', 'documentation']",9,8.4,5927
ts38796,2016,61,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",5,8.7,1220079
ts42069,2016,55,"['drama', 'history', 'european']",5,8.6,226759
ts41766,2016,23,"['scifi', 'comedy', 'drama', 'fantasy', 'romance']",4,8.2,166967
ts53664,2015,41,"['drama', 'action', 'war', 'thriller']",4,8.3,31881
ts36952,2015,22,['comedy'],4,8.1,7225
ts36631,2015,52,"['drama', 'crime', 'thriller']",3,8.8,432307
ts36577,2015,55,"['action', 'war', 'drama', 'history', 'european']",5,8.5,145471
ts37539,2015,24,"['action', 'comedy', 'animation', 'fantasy', 'scifi']",2,8.7,165506
ts36147,2016,47,"['scifi', 'crime', 'drama', 'fantasy']",6,8.1,331313
ts42062,2015,21,"['action', 'family', 'fantasy', 'romance', 'animation']",6,7.7,10102
ts42120,2016,45,"['drama', 'scifi', 'thriller']",3,8.0,58694
ts38199,2015,44,"['scifi', 'fantasy', 'drama']",5,7.6,52523
ts35554,2015,43,"['drama', 'thriller', 'comedy', 'crime', 'horror']",3,7.1,42255
ts36885,2015,30,"['scifi', 'action', 'comedy', 'horror', 'fantasy', 'thriller']",3,8.4,70087
ts36129,2015,42,['comedy'],4,7.8,21195
ts11670,2015,23,"['comedy', 'family', 'animation', 'fantasy', 'western', 'action']",6,6.6,2092
ts53051,2016,55,"['scifi', 'fantasy', 'drama']",2,7.8,107084
ts36550,2016,42,"['drama', 'action', 'scifi']",7,6.8,101178
ts35563,2015,42,"['drama', 'scifi', 'action']",6,6.2,125626
ts41956,2016,44,"['war', 'action', 'drama', 'thriller']",3,7.5,93970
ts38718,2016,46,"['crime', 'drama', 'horror', 'thriller']",5,6.7,15108
ts21869,2015,62,"['scifi', 'thriller', 'drama']",2,8.2,156667
ts21885,2015,30,"['comedy', 'drama']",4,7.6,74019
ts38511,2016,32,"['comedy', 'drama', 'romance']",3,7.7,43762
ts21981,2015,42,"['scifi', 'drama', 'horror', 'comedy', 'crime']",5,7.8,69960
