platform,id,release_year,runtime,genres,seasons,imdb_score,imdb_votes
Netflix,ts319608,2021,47,"['reality', 'music']",1,5.5,47
Netflix,ts271593,2021,34,['documentation'],1,6.7,2239
Netflix,ts331439,2022,36,"['comedy', 'scifi', 'fantasy', 'drama', 'animation', 'music', 'family']",1,6.0,304
Netflix,ts322371,2022,47,"['music', 'drama']",1,7.5,66
Netflix,ts366982,2022,12,"['animation', 'family', 'comedy']",1,8.3,34
Netflix,ts315551,2021,13,"['comedy', 'drama', 'romance']",1,6.2,787
Netflix,ts317064,2021,63,"['crime', 'thriller', 'documentation']",1,6.8,1455
Netflix,ts302653,2021,57,"['thriller', 'drama', 'crime']",3,7.4,1248
Netflix,ts317423,2021,50,['reality'],1,5.6,363
Netflix,ts287729,2021,49,"['drama', 'documentation']",1,8.3,2388
Netflix,ts104362,2021,22,"['fantasy', 'scifi', 'animation', 'action', 'comedy', 'family']",3,7.9,1538
Netflix,ts312324,2021,0,['animation'],1,0.0,0
Netflix,ts356275,2021,14,"['comedy', 'animation', 'family', 'scifi', 'action']",2,6.4,420
Netflix,ts299321,2021,22,"['action', 'scifi', 'comedy', 'animation', 'family', 'fantasy']",2,7.2,782
Netflix,ts14520,2022,23,"['action', 'scifi', 'animation', 'comedy', 'family', 'fantasy']",2,6.6,110
Netflix,ts244930,2022,15,"['animation', 'action', 'comedy', 'family', 'fantasy']",3,5.7,754
Netflix,ts286632,2021,24,['comedy'],1,6.5,1754
Netflix,ts282133,2021,19,"['animation', 'drama']",1,6.1,10
Netflix,ts381916,2022,62,['drama'],1,0.0,0
Netflix,ts257345,2022,51,"['drama', 'comedy']",1,7.1,5984
Netflix,ts304690,2021,67,"['crime', 'drama', 'action', 'romance']",1,7.5,96
Netflix,ts257271,2021,13,"['drama', 'romance', 'comedy']",1,7.2,1642
Netflix,ts311958,2021,63,['reality'],1,7.6,276
Netflix,ts271720,2021,3,"['animation', 'comedy', 'family']",2,8.1,473
Netflix,ts287853,2021,45,['drama'],1,5.2,339
Netflix,ts342479,2022,29,"['comedy', 'family', 'fantasy', 'scifi']",1,6.0,132
Netflix,ts268103,2021,70,['drama'],1,0.0,0
Netflix,ts288832,2021,15,"['comedy', 'family', 'animation']",1,7.1,243
Netflix,ts258321,2021,27,"['comedy', 'family', 'music', 'animation']",3,7.3,208
Netflix,ts357742,2022,52,['drama'],1,0.0,0
Netflix,ts243780,2021,0,"['family', 'animation', 'comedy']",2,6.0,189
Netflix,ts289261,2022,25,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",1,7.1,104
Netflix,ts297685,2021,45,"['drama', 'romance']",1,7.9,47
Netflix,ts325991,2022,16,['comedy'],1,4.6,61
Netflix,ts297729,2021,19,[],1,0.0,0
Netflix,ts288997,2021,53,['documentation'],1,6.8,837
Netflix,ts317709,2021,15,"['animation', 'comedy', 'fantasy', 'action']",2,6.3,353
Netflix,ts269300,2021,55,[],1,0.0,0
Netflix,ts316882,2021,47,"['crime', 'documentation']",1,7.6,219
Netflix,ts302714,2021,44,"['crime', 'drama']",2,6.5,1485
Netflix,ts301196,2021,45,['documentation'],1,5.6,1648
Netflix,ts306188,2021,30,['reality'],1,5.0,789
Netflix,ts305890,2021,36,"['reality', 'romance']",1,5.2,340
Netflix,ts302434,2021,33,[],1,0.0,0
Netflix,ts331525,2022,17,"['action', 'animation', 'comedy', 'family']",1,8.5,65
Netflix,ts288861,2021,60,"['drama', 'comedy']",1,8.5,9
Netflix,ts330422,2022,20,"['animation', 'action', 'family']",2,7.0,54
Netflix,ts316965,2021,28,"['family', 'fantasy', 'animation', 'comedy']",5,4.7,301
Netflix,ts257315,2021,10,"['family', 'animation', 'comedy']",4,7.0,201
Netflix,ts188861,2022,33,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']",1,6.1,220
Netflix,ts283614,2021,32,"['horror', 'reality']",1,5.3,622
Netflix,ts229537,2021,17,"['animation', 'comedy', 'family', 'action']",1,6.7,55
Netflix,ts307745,2021,53,"['documentation', 'crime', 'drama']",2,7.6,961
Netflix,ts372348,2022,0,['comedy'],1,5.9,227
Netflix,ts296059,2021,14,"['drama', 'romance']",1,6.8,2833
Netflix,ts255779,2021,24,"['comedy', 'family', 'fantasy', 'animation']",7,7.2,531
Netflix,ts222864,2021,44,"['drama', 'comedy', 'romance']",1,8.3,2735
Netflix,ts364198,2022,50,"['documentation', 'sport']",1,7.8,112
Netflix,ts296129,2021,12,"['crime', 'drama', 'thriller']",1,7.4,2419
Netflix,ts296069,2021,12,"['drama', 'crime', 'thriller']",1,7.2,2040
Netflix,ts296091,2021,11,"['drama', 'romance']",1,6.2,1993
Netflix,ts320557,2021,12,"['comedy', 'drama']",1,6.1,839
Netflix,ts258114,2022,25,"['animation', 'comedy', 'scifi']",2,8.6,421
Netflix,ts271726,2021,24,"['animation', 'family']",3,7.3,232
Netflix,ts310938,2021,45,"['drama', 'family', 'romance']",2,7.0,906
Netflix,ts315147,2022,20,"['comedy', 'family', 'music', 'animation']",2,8.1,62
Netflix,ts306510,2021,25,"['animation', 'family']",2,7.6,118
Netflix,ts357880,2022,70,"['action', 'thriller']",2,6.4,54
Netflix,ts345779,2022,22,"['family', 'animation', 'comedy']",2,6.5,74
Netflix,ts370484,2022,48,"['crime', 'drama']",1,6.2,456
Netflix,ts321966,2021,51,"['war', 'documentation', 'history']",1,8.2,2100
Netflix,ts280693,2021,11,"['animation', 'comedy', 'family', 'music', 'drama', 'fantasy']",1,2.3,694
Netflix,ts372345,2022,46,['reality'],1,5.6,132
Netflix,ts328383,2022,53,"['comedy', 'drama']",1,7.5,1857
Netflix,ts343492,2022,29,"['animation', 'comedy', 'fantasy', 'history']",1,7.0,1002
Netflix,ts282214,2021,67,"['action', 'fantasy', 'horror', 'romance']",1,7.0,125
Netflix,ts322506,2021,27,"['animation', 'family']",1,6.8,16
Netflix,ts377141,2022,50,['reality'],2,5.5,2154
Netflix,ts321614,2021,5,"['animation', 'family']",1,4.4,41
Netflix,ts317144,2021,19,"['comedy', 'animation']",1,5.3,634
Netflix,ts365636,2022,55,['reality'],1,6.8,84
Netflix,ts286386,2021,43,"['reality', 'romance']",2,4.7,358
Netflix,ts297132,2021,27,"['action', 'animation']",1,7.4,24
Netflix,ts373672,2022,13,"['animation', 'comedy', 'family']",1,8.3,58
Netflix,ts361179,2022,42,"['action', 'crime', 'drama', 'thriller']",1,5.0,541
Netflix,ts360974,2021,8,"['animation', 'family']",1,7.1,97
Netflix,ts318105,2022,47,"['reality', 'romance']",1,5.2,65
Netflix,ts288544,2021,25,"['drama', 'comedy']",1,6.8,23
Netflix,ts352973,2022,49,['reality'],1,7.3,94
Netflix,ts287804,2021,33,[],1,0.0,0
Netflix,ts271048,2021,7,"['family', 'animation', 'comedy']",1,7.5,17
Netflix,ts285471,2021,33,"['comedy', 'reality']",1,4.9,95
Netflix,ts317522,2021,58,"['documentation', 'crime']",1,7.2,2213
Netflix,ts298791,2022,32,"['drama', 'fantasy', 'thriller']",1,5.5,180
Netflix,ts347982,2022,32,"['reality', 'documentation']",1,8.1,47
Netflix,ts314962,2021,46,['documentation'],1,7.6,255
Netflix,ts308053,2021,41,"['documentation', 'reality']",1,6.6,258
Netflix,ts287687,2021,30,['reality'],1,6.5,45
Netflix,ts296698,2021,4,[],1,0.0,0
Netflix,ts373464,2022,47,['comedy'],1,0.0,0
Netflix,ts287143,2021,23,['drama'],1,0.0,0
Netflix,ts273317,2021,37,"['drama', 'romance']",1,5.1,774
Netflix,ts307816,2021,49,['documentation'],1,7.5,33
Netflix,ts346656,2022,32,[],1,0.0,0
Netflix,ts292446,2021,22,"['animation', 'comedy']",1,6.6,83
Netflix,ts318024,2021,48,"['documentation', 'war']",1,7.2,180
Netflix,ts285874,2021,23,"['reality', 'comedy']",1,6.0,86
Netflix,ts319464,2021,23,"['family', 'animation']",2,8.7,9
Netflix,ts307884,2021,24,['comedy'],1,0.0,0
Netflix,ts305254,2021,7,['comedy'],1,6.7,494
Netflix,ts373435,2022,35,['comedy'],1,8.1,17
Netflix,ts365585,2022,31,['animation'],1,9.1,21
Netflix,ts278785,2023,44,"['horror', 'thriller', 'action', 'drama', 'fantasy', 'scifi']",1,7.4,15929
Netflix,ts378895,2023,47,"['crime', 'documentation']",1,6.8,2779
Netflix,ts327671,2023,45,"['documentation', 'sport']",2,8.2,1763
Netflix,ts328355,2023,42,"['crime', 'drama', 'action', 'thriller']",1,6.7,35159
Netflix,ts313723,2023,23,"['comedy', 'drama', 'romance']",1,6.4,22386
Netflix,ts367138,2023,65,['reality'],1,7.7,5194
Netflix,ts379982,2023,42,"['war', 'drama', 'crime', 'history']",1,7.5,3282
Netflix,ts375464,2023,43,"['thriller', 'drama']",1,6.2,1078
Netflix,ts381979,2023,90,['documentation'],1,0.0,0
Netflix,ts379569,2023,0,"['drama', 'scifi', 'animation']",1,5.4,434
Netflix,ts378515,2023,47,"['scifi', 'drama', 'romance']",1,4.7,846
Netflix,ts378844,2023,54,"['reality', 'romance']",1,6.1,756
Netflix,ts374050,2023,62,"['crime', 'documentation']",1,7.3,4757
Netflix,ts318165,2023,46,"['thriller', 'crime', 'drama']",1,6.8,5159
Netflix,ts380636,2023,41,"['documentation', 'crime']",1,6.8,331
Netflix,ts327651,2023,50,"['documentation', 'sport']",2,7.3,2052
Netflix,ts366040,2023,25,"['animation', 'drama', 'horror']",1,5.9,2069
Netflix,ts327225,2023,52,"['drama', 'thriller', 'crime']",1,6.8,4149
Netflix,ts379643,2023,36,['reality'],1,5.1,81
Netflix,ts379969,2023,26,"['comedy', 'crime']",1,7.6,1121
Netflix,ts264903,2023,50,['drama'],1,6.4,1166
Netflix,ts353252,2023,73,"['drama', 'comedy', 'romance']",1,8.1,922
Netflix,ts381380,2023,43,['reality'],1,0.0,0
Netflix,ts372806,2023,52,"['scifi', 'action', 'drama', 'fantasy', 'romance', 'thriller']",1,5.1,5172
Netflix,ts370696,2023,43,['documentation'],1,5.6,644
Netflix,ts322667,2023,43,"['comedy', 'drama']",1,7.9,1434
Netflix,ts313758,2023,28,"['drama', 'romance', 'comedy']",1,5.7,696
Netflix,ts360024,2023,45,"['drama', 'romance', 'comedy']",1,6.3,669
Netflix,ts312994,2023,38,"['drama', 'thriller']",1,4.9,1501
Netflix,ts328569,2023,25,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",1,7.0,661
Netflix,ts380364,2023,0,"['documentation', 'sport']",1,7.9,824
Netflix,ts379629,2023,47,"['reality', 'romance']",1,4.0,114
Netflix,ts232448,2023,46,"['crime', 'drama', 'history', 'thriller']",1,7.9,3401
Netflix,ts378936,2023,49,"['crime', 'documentation']",1,7.4,129
Netflix,ts374385,2023,0,['reality'],1,6.4,695
Netflix,ts378649,2023,51,['drama'],1,6.6,583
Netflix,ts377372,2023,40,"['drama', 'crime', 'thriller', 'action']",1,4.6,330
Netflix,ts342598,2023,30,['comedy'],1,6.5,781
Netflix,ts380309,2023,55,['documentation'],1,8.0,1394
Netflix,ts308560,2023,47,"['history', 'documentation']",2,5.5,361
Netflix,ts379248,2023,42,"['drama', 'romance']",2,8.0,525
Netflix,ts314687,2023,54,"['comedy', 'drama', 'romance']",1,7.9,1584
Netflix,ts321003,2023,43,"['crime', 'drama', 'thriller']",1,7.7,1124
Netflix,ts374551,2023,40,"['drama', 'comedy', 'sport']",1,6.5,207
Netflix,ts373133,2023,10,"['comedy', 'family', 'animation']",1,7.6,27
Netflix,ts367213,2023,51,"['drama', 'crime', 'thriller']",1,6.2,2709
Netflix,ts367818,2023,40,['reality'],1,5.2,376
Netflix,ts357026,2023,69,['drama'],1,7.6,20
Netflix,ts313183,2023,48,"['action', 'crime', 'drama']",1,0.0,0
Netflix,ts364674,2023,15,"['family', 'fantasy', 'animation', 'comedy']",1,7.0,60
Amazon,ts20945,1934,19,"['comedy', 'family']",26,8.5,1149
Amazon,ts37076,1950,30,['comedy'],21,8.6,1529
Amazon,ts55748,1950,30,"['reality', 'family']",18,8.5,1658
Amazon,ts224955,1935,20,[],1,0.0,0
Amazon,ts3386,1961,51,"['scifi', 'action', 'crime', 'romance', 'thriller', 'comedy']",8,8.3,8195
Amazon,ts42867,1968,28,"['family', 'fantasy', 'music']",31,8.7,9043
Amazon,ts3948,1972,29,['comedy'],6,8.1,6171
Amazon,ts22147,1965,25,"['scifi', 'comedy', 'family', 'fantasy']",5,7.4,16298
Amazon,ts5480,1979,29,"['comedy', 'family']",7,7.1,3700
Amazon,ts7329,1975,29,"['comedy', 'drama']",8,8.3,6525
Amazon,ts938,1976,52,"['action', 'crime', 'drama']",5,6.5,13298
Amazon,ts21048,1975,25,['comedy'],11,7.5,9865
Amazon,ts30627,1970,22,"['comedy', 'animation', 'family', 'music']",1,6.2,2177
Amazon,ts21049,1970,28,['comedy'],7,8.2,9326
Amazon,ts14548,1966,24,"['drama', 'scifi', 'fantasy', 'horror', 'romance', 'thriller']",12,8.1,4981
Amazon,ts22579,1965,50,"['scifi', 'comedy', 'family', 'fantasy']",3,5.4,8
Amazon,ts21973,1964,59,"['drama', 'war']",3,8.1,1269
Amazon,ts3638,1978,26,"['comedy', 'drama', 'family']",8,6.6,11738
Amazon,ts21163,1979,60,"['action', 'drama', 'romance', 'crime']",5,6.6,8121
Amazon,ts21132,1958,26,"['western', 'action']",3,8.0,2511
Amazon,ts46032,1968,50,['documentation'],23,8.4,263
Amazon,ts22096,1968,30,['comedy'],6,6.9,1668
Amazon,ts21689,1974,60,['documentation'],50,8.7,2869
Amazon,ts36428,1970,30,"['family', 'comedy', 'music']",4,6.5,4338
Amazon,ts21930,1971,23,"['action', 'scifi', 'animation', 'comedy', 'crime']",6,7.9,2252
Amazon,ts21125,1975,55,"['drama', 'action', 'crime']",4,7.0,9706
Amazon,ts20459,1972,30,['comedy'],6,7.9,9945
Amazon,ts212799,1958,26,['action'],1,7.1,130
Amazon,ts238,1976,52,['drama'],2,8.3,1449
Amazon,ts21412,1960,51,['drama'],4,7.7,1800
Amazon,ts36323,1976,53,['comedy'],1,7.7,18
Amazon,ts20690,1962,30,['comedy'],6,7.2,2941
Amazon,ts13300,1953,30,"['comedy', 'family']",11,7.1,1147
Amazon,ts28251,1956,9,"['animation', 'fantasy', 'comedy', 'family']",2,7.0,1537
Amazon,ts15301,1978,63,"['drama', 'history']",1,7.7,241
Amazon,ts950,1952,27,['action'],1,7.1,119
Amazon,ts6953,1958,30,"['comedy', 'family']",8,7.4,1732
Amazon,ts34453,1980,33,['comedy'],2,6.7,367
Amazon,ts5220,1952,30,"['comedy', 'family', 'drama']",14,7.4,1449
Amazon,ts70446,1978,25,"['scifi', 'action']",1,7.3,189
Amazon,ts13111,1965,60,"['western', 'drama']",4,7.6,3148
Amazon,ts22764,1960,30,"['western', 'drama', 'action']",1,8.1,246
Amazon,ts17223,1980,57,['documentation'],2,9.1,301
Amazon,ts21141,1958,28,"['action', 'western']",1,7.9,413
Amazon,ts17884,1980,28,['family'],1,7.4,108
Amazon,ts3622,1967,30,"['scifi', 'fantasy', 'comedy']",3,6.4,2592
Amazon,ts131586,1980,24,"['action', 'drama', 'sport', 'animation']",1,8.9,598
Amazon,ts3277,1956,55,"['documentation', 'war']",1,7.6,39
Amazon,ts184102,1972,45,"['drama', 'war']",1,4.9,140
Amazon,ts132526,1954,14,['documentation'],1,8.1,141
Amazon,ts20030,1982,30,"['comedy', 'drama']",8,7.8,7160
Amazon,ts20031,1982,54,"['drama', 'comedy', 'thriller', 'action', 'crime', 'romance', 'documentation']",5,7.2,9123
Amazon,ts21396,1990,21,"['comedy', 'family', 'european']",3,8.6,123198
Amazon,ts5914,1981,58,"['action', 'comedy']",5,7.0,8066
Amazon,ts20473,1981,49,"['drama', 'crime']",7,8.2,9540
Amazon,ts88551,1989,28,[],1,0.0,0
Amazon,ts41693,1989,24,['comedy'],5,8.4,10694
Amazon,ts20392,1986,23,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",7,7.6,10301
Amazon,ts24751,1983,23,"['action', 'scifi', 'animation', 'family']",3,7.2,765
Amazon,ts39067,1983,28,['family'],21,8.4,4839
Amazon,ts242,1989,46,"['action', 'crime', 'drama', 'romance']",11,5.3,27179
Amazon,ts21715,1984,10,"['animation', 'family', 'fantasy', 'music', 'drama', 'comedy', 'action', 'war']",24,6.5,5528
Amazon,ts17762,1989,24,"['animation', 'fantasy', 'drama', 'comedy', 'family']",6,6.6,5
Amazon,ts19875,1986,30,['comedy'],8,7.2,6349
Amazon,ts6722,1990,23,"['drama', 'comedy', 'family']",5,6.1,8676
Amazon,ts28459,1987,43,"['drama', 'war']",1,7.7,561
Amazon,ts24149,1990,54,"['drama', 'war', 'comedy', 'action', 'crime', 'european']",3,8.5,14634
Amazon,ts2760,1987,10,"['comedy', 'animation', 'family', 'crime', 'european']",13,6.1,1875
Amazon,ts22821,1986,8,"['animation', 'comedy', 'family', 'european']",6,7.4,6678
Amazon,ts18877,1984,29,"['war', 'comedy', 'history']",9,8.4,25898
Amazon,ts9142,1987,22,"['drama', 'romance']",35,3.4,7943
Amazon,ts28558,1985,99,"['drama', 'war', 'history']",1,7.0,578
Amazon,ts968,1990,22,"['animation', 'comedy', 'family', 'drama']",7,7.2,4666
Amazon,ts7296,1985,24,['comedy'],5,6.7,3645
Amazon,ts88912,1984,26,[],1,6.8,63
Amazon,ts29459,1987,44,['documentation'],53,7.8,382
Amazon,ts24463,1990,24,['scifi'],3,0.0,0
Amazon,ts28758,1987,23,"['animation', 'comedy', 'family', 'fantasy']",1,6.8,462
Amazon,ts672,1986,22,"['drama', 'thriller', 'crime']",1,8.7,278
Amazon,ts19439,1989,24,['comedy'],6,7.8,991
Amazon,ts28560,1985,24,"['action', 'scifi', 'animation']",1,8.3,193
Amazon,ts23297,1989,28,"['comedy', 'drama']",1,7.0,81
Amazon,ts1000,1986,29,"['scifi', 'fantasy']",1,7.2,82
Amazon,ts22176,1997,44,"['scifi', 'action', 'drama']",10,8.4,90196
Amazon,ts21223,1997,22,"['scifi', 'action', 'animation', 'comedy', 'fantasy', 'family']",25,7.4,224
Amazon,ts20951,1999,19,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",13,8.2,101891
Amazon,ts22442,1995,23,"['comedy', 'romance']",5,8.0,16293
Amazon,ts28055,1992,58,"['comedy', 'drama', 'romance', 'crime', 'family', 'documentation']",4,7.8,4742
Amazon,ts21024,1996,44,"['drama', 'scifi', 'thriller', 'crime', 'comedy']",4,7.5,16237
Amazon,ts30735,1993,46,"['drama', 'thriller', 'crime']",12,7.7,14733
Amazon,ts21321,1992,32,"['reality', 'comedy', 'animation', 'documentation', 'drama']",33,6.3,28
Amazon,ts9583,1998,44,"['drama', 'romance']",6,6.8,42388
Amazon,ts20700,1992,23,"['comedy', 'romance']",10,6.7,24071
Amazon,ts22121,1998,22,"['comedy', 'romance']",11,7.3,57164
Amazon,ts10069,1999,24,"['animation', 'fantasy', 'horror', 'scifi', 'comedy', 'family']",1,7.3,734
Amazon,ts29358,2000,24,"['animation', 'comedy', 'scifi', 'horror', 'thriller']",1,8.0,2261
Amazon,ts11981,1998,44,"['drama', 'romance']",4,6.9,12189
Amazon,ts9612,1997,44,"['drama', 'comedy', 'romance', 'fantasy', 'music']",5,6.9,34498
Amazon,ts21034,2000,25,"['animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'scifi']",9,7.9,16790
Amazon,ts30927,1993,22,"['scifi', 'animation', 'comedy', 'fantasy', 'horror']",3,7.5,1402
Amazon,ts37874,1994,44,"['western', 'drama']",4,7.3,895
Amazon,ts6602,1997,29,"['comedy', 'romance']",5,6.4,30052
Amazon,ts26133,1994,43,"['scifi', 'action', 'comedy', 'thriller', 'crime', 'fantasy']",1,5.5,2632
Amazon,ts21558,2000,22,"['scifi', 'action', 'comedy', 'animation', 'family', 'fantasy']",5,7.4,20229
Amazon,ts12767,1996,25,"['animation', 'comedy', 'family']",7,6.9,6187
Amazon,ts3534,1995,23,"['comedy', 'family', 'animation']",3,5.6,873
Amazon,ts25550,1994,20,"['comedy', 'drama']",4,5.8,1853
Amazon,ts7221,1996,21,"['fantasy', 'animation', 'comedy', 'drama', 'family', 'music', 'scifi']",25,7.4,14717
Amazon,ts21737,1997,45,"['drama', 'crime', 'romance', 'thriller']",8,7.7,9638
Amazon,ts18498,1992,46,"['scifi', 'crime', 'drama', 'fantasy', 'horror']",3,7.6,2852
Amazon,ts35810,2000,27,['documentation'],11,8.5,15
Amazon,ts21704,1994,44,"['drama', 'crime']",4,7.9,2708
Amazon,ts10993,1991,30,"['comedy', 'european']",3,8.3,13470
Amazon,ts6190,1999,18,"['animation', 'family', 'comedy']",6,7.5,38710
Amazon,ts15069,1998,50,"['documentation', 'crime', 'drama', 'history', 'thriller']",7,8.0,1216
Amazon,ts22137,1998,34,['comedy'],4,8.2,8340
Amazon,ts6589,1996,16,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",4,7.9,47163
Amazon,ts11119,1992,25,['family'],7,7.1,1665
Amazon,ts13984,2000,26,"['action', 'family', 'animation', 'comedy', 'fantasy']",8,4.2,6941
Amazon,ts11118,2000,23,"['animation', 'family', 'comedy', 'music']",3,5.3,171
Amazon,ts14867,1995,82,['drama'],1,6.7,181
Amazon,ts68960,1999,0,['drama'],1,7.2,119
Amazon,ts22282,1999,36,"['drama', 'european']",2,8.2,7232
Amazon,ts9770,1991,23,"['action', 'family', 'animation', 'comedy', 'scifi', 'crime', 'european']",7,8.3,18468
Amazon,ts21705,1994,48,"['documentation', 'thriller', 'history', 'european']",21,8.5,1614
Amazon,ts35314,1999,30,['comedy'],2,8.4,585
Amazon,ts31816,1997,62,"['drama', 'comedy', 'romance']",1,7.7,836
Amazon,ts35382,1997,85,"['action', 'drama', 'romance', 'european']",1,7.3,1142
Amazon,ts25096,1998,45,"['drama', 'family']",2,7.6,368
Amazon,ts25996,1994,24,"['drama', 'comedy', 'scifi', 'action', 'fantasy', 'romance', 'animation']",2,7.7,889
Amazon,ts18424,1998,23,"['animation', 'comedy', 'drama', 'family', 'fantasy']",10,3.9,3394
Amazon,ts31327,1997,19,"['family', 'fantasy', 'european']",15,3.8,8147
Amazon,ts31058,1999,26,"['comedy', 'family', 'animation']",2,7.5,3096
Amazon,ts18398,1992,36,['comedy'],8,7.9,576
Amazon,ts27611,1996,21,['documentation'],8,6.0,26
Amazon,ts7242,1993,26,"['scifi', 'comedy', 'animation', 'fantasy']",1,7.2,475
Amazon,ts22130,1998,21,"['animation', 'comedy', 'family', 'fantasy', 'scifi']",6,6.3,3012
Amazon,ts38808,2000,26,"['animation', 'fantasy']",2,7.5,99
Amazon,ts27238,1996,26,"['animation', 'family']",2,6.7,186
Amazon,ts8570,1992,29,"['comedy', 'family']",14,3.9,7883
Amazon,ts6856,1999,25,"['scifi', 'animation', 'fantasy', 'drama', 'comedy', 'family']",3,6.3,4227
Amazon,ts20375,1999,21,"['action', 'scifi', 'animation', 'comedy', 'drama', 'fantasy', 'thriller']",3,7.0,1458
Amazon,ts17893,1992,8,"['comedy', 'family', 'fantasy', 'animation']",6,5.5,2946
Amazon,ts39642,1994,92,"['war', 'drama', 'history']",1,6.6,547
Amazon,ts67359,1995,89,['drama'],1,0.0,0
Amazon,ts71025,1994,48,"['comedy', 'drama']",2,8.2,104
Amazon,ts27730,1996,27,['family'],1,8.2,261
Amazon,ts31733,1999,25,"['drama', 'animation', 'comedy', 'action', 'romance']",1,8.4,3804
Amazon,ts44314,1998,10,"['animation', 'comedy']",2,7.9,365
Amazon,ts39831,1991,24,"['animation', 'family', 'fantasy']",6,7.0,1746
Amazon,ts5076,2000,47,"['action', 'family']",1,6.6,241
Amazon,ts28352,2000,20,"['animation', 'comedy', 'family']",2,6.6,501
Amazon,ts9008,1998,50,['drama'],2,7.0,156
Amazon,ts27243,1996,25,"['animation', 'family', 'comedy']",4,7.1,470
Amazon,ts31384,1997,33,['reality'],12,7.5,163
Amazon,ts30640,1993,26,"['comedy', 'family', 'sport', 'animation']",5,6.9,190
Amazon,ts36219,1997,22,"['documentation', 'family']",1,6.7,16
Amazon,ts208323,1992,53,['documentation'],1,8.4,148
Amazon,ts1470,2000,24,['documentation'],5,8.0,87
Amazon,ts20552,2009,28,"['comedy', 'drama']",3,8.2,33536
Amazon,ts22280,2004,44,['drama'],8,8.7,472899
Amazon,ts21182,2006,44,"['drama', 'comedy', 'crime']",8,8.4,99923
Amazon,ts11,2010,58,"['drama', 'romance', 'history', 'european']",6,8.7,210934
Amazon,ts6457,2007,43,"['comedy', 'drama', 'action']",5,8.2,134647
Amazon,ts20604,2006,43,"['drama', 'sport']",5,8.7,68182
Amazon,ts20307,2002,43,"['crime', 'drama', 'comedy']",8,8.0,77443
Amazon,ts11313,2006,24,"['animation', 'drama', 'fantasy', 'thriller', 'crime']",1,9.0,334730
Amazon,ts22455,2004,44,"['action', 'drama', 'scifi']",5,8.1,68289
Amazon,ts10891,2006,46,"['scifi', 'drama', 'comedy', 'romance']",5,7.9,55214
Amazon,ts22295,2007,23,"['comedy', 'drama', 'romance', 'thriller']",7,9.2,6
Amazon,ts20305,2002,23,"['action', 'scifi', 'comedy', 'animation', 'fantasy', 'thriller']",6,8.4,107461
Amazon,ts35960,2004,23,"['animation', 'action', 'comedy', 'drama', 'romance']",1,6.8,1281
Amazon,ts22265,2004,6,"['family', 'animation', 'comedy']",7,6.3,5556
Amazon,ts8226,2010,28,['comedy'],4,7.1,1570
Amazon,ts22486,2010,47,['reality'],13,7.2,5084
Amazon,ts21197,2008,44,"['drama', 'fantasy', 'scifi', 'action', 'european']",5,7.9,83612
Amazon,ts10913,2004,58,"['drama', 'comedy', 'crime']",5,8.5,47510
Amazon,ts20588,2009,44,"['drama', 'scifi', 'action']",2,7.6,51430
Amazon,ts21969,2001,22,"['scifi', 'comedy', 'drama', 'family', 'horror', 'animation', 'action']",2,8.4,21790
Amazon,ts31938,2004,24,"['thriller', 'action', 'scifi', 'comedy', 'fantasy', 'horror', 'european']",1,8.5,19062
Amazon,ts21776,2003,23,"['action', 'animation', 'comedy', 'family', 'fantasy', 'scifi', 'thriller']",5,7.9,34016
Amazon,ts31200,2001,108,"['documentation', 'history', 'music', 'european']",1,8.6,2356
Amazon,ts15638,2004,26,"['scifi', 'drama', 'romance', 'horror', 'comedy', 'action', 'animation', 'thriller']",2,7.9,34376
Amazon,ts15877,2009,72,"['reality', 'sport', 'action', 'animation']",14,8.0,124
Amazon,ts285824,2005,53,"['reality', 'documentation']",8,5.3,1836
Amazon,ts68641,2005,46,"['documentation', 'reality']",6,7.2,104
Amazon,ts26612,2005,29,"['drama', 'comedy', 'family', 'music', 'romance']",3,6.3,1000
Amazon,ts31616,2004,47,"['documentation', 'drama', 'horror']",1,7.2,35
Amazon,ts75800,2001,12,"['animation', 'comedy', 'family']",3,7.6,691
Amazon,ts63639,2002,48,['documentation'],1,0.0,0
Amazon,ts21623,2001,47,"['drama', 'comedy', 'european']",4,7.8,3685
Amazon,ts30211,2010,30,"['family', 'drama']",1,7.6,325
Amazon,ts13620,2001,22,"['comedy', 'romance']",8,6.5,36946
Amazon,ts29527,2010,20,"['animation', 'family', 'european']",3,4.5,152
Amazon,ts32186,2003,21,"['action', 'family', 'animation', 'comedy', 'fantasy', 'scifi', 'drama', 'thriller']",3,6.2,5003
Amazon,ts22301,2007,46,"['scifi', 'drama', 'fantasy', 'crime']",3,7.6,5311
Amazon,ts11540,2008,4,['comedy'],1,8.4,8987
Amazon,ts30470,2010,22,"['comedy', 'horror']",1,7.3,1562
Amazon,ts22318,2004,23,"['scifi', 'action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",8,6.2,6700
